iter	RMSE
243	0.3662326456
244	0.3650897496
245	0.3647940698
246	0.3645039794
247	0.3641557917
248	0.3630669714
249	0.3627554855
250	0.362485306
251	0.361331054
252	0.3610695122
253	0.3582911928
254	0.3580359213
255	0.3574668804
256	0.3552085274
257	0.3549635797
258	0.3540108369
259	0.3528975929
260	0.3505828533
261	0.3503228647
262	0.3500950846
263	0.347983728
264	0.3464619208
265	0.3462428862
266	0.3445711603
267	0.343330954
268	0.3423873025
269	0.341484355
270	0.340769466
271	0.3397044776
272	0.3394306517
273	0.3386024576
274	0.3376019691
275	0.3374100008
276	0.3359532355
277	0.3350748844
278	0.3348901285
279	0.3326105318
280	0.3324303022
281	0.3322007215
282	0.3320271528
283	0.3318391855
284	0.3302677942
285	0.3289830746
286	0.3270353894
287	0.324997676
288	0.3248184374
289	0.3246430764
290	0.3244162968
291	0.3242477505
292	0.3225512487
293	0.3224010201
294	0.3211476288
295	0.3209881488
296	0.3199896514
297	0.319834852
298	0.3196163186
299	0.318412592
300	0.3167133946
301	0.315671212
302	0.3141243446
303	0.3125684864
304	0.3124247981
305	0.3122538725
306	0.3107114326
307	0.3095916924
308	0.3094558802
309	0.3092333073
310	0.30790955
311	0.307103734
312	0.306906293
313	0.3057910051
314	0.3055917722
315	0.3051897248
316	0.304127418
317	0.3034678268
318	0.3025392156
319	0.3024218596
320	0.301414132
321	0.3013041549
322	0.2999048581
323	0.2997933931
324	0.2988914662
325	0.2976079303
326	0.2966426975
327	0.2956939299
328	0.2945811634
329	0.2935367795
330	0.2927405799
331	0.2917394888
332	0.2915896759
333	0.2914770215
334	0.2906432349
335	0.2905336888
336	0.289739569
337	0.2888397623
338	0.2877620951
339	0.2869184316
340	0.2859036931
341	0.285109483
342	0.2846112954
343	0.2838044887
344	0.2829716656
345	0.2821204243
346	0.2816147635
347	0.2808158672
348	0.2800372183
349	0.279910993
350	0.2789246147
351	0.2788304558
352	0.2779129715
353	0.2778203115
354	0.2773579454
355	0.2772686788
356	0.2765239151
357	0.2759071727
358	0.2752215195
359	0.2742075429
360	0.273291118
361	0.2726387648
362	0.271790714
363	0.2711166228
364	0.2704132022
365	0.2697720095
366	0.2692408889
367	0.2684831898
368	0.2676709818
369	0.2670532188
370	0.2665360104
371	0.2659061913
372	0.2658256114
373	0.2649752281
374	0.2641728912
375	0.263518428
376	0.2628632758
377	0.2619601703
378	0.2611854402
379	0.260563492
380	0.2598706744
381	0.2592957485
382	0.2586232416
383	0.2580375942
384	0.257452427
385	0.2566327877
386	0.2561150978
387	0.2553897926
388	0.2546895626
389	0.2541333829
390	0.2533958063
391	0.2529943952
392	0.2523964022
393	0.2519360718
394	0.2512994823
395	0.2505785951
396	0.249795191
397	0.2492538561
398	0.2485232482
399	0.2478533089
400	0.2472827787
401	0.2468122944
402	0.246283615
403	0.2458239743
404	0.2454204239
405	0.2453320984
406	0.2445772449
407	0.24409007
408	0.2434211161
409	0.2433358331
410	0.2429254687
411	0.2428425462
412	0.2421278164
413	0.2415890883
414	0.2407727737
415	0.2407096681
416	0.2403161034
417	0.2397266421
418	0.2391040512
419	0.2383731199
420	0.2378488932
421	0.2373689995
422	0.2370496857
423	0.2369884106
424	0.2366348357
425	0.2360500121
426	0.2354798324
427	0.2350135388
428	0.2346890528
429	0.2339111813
430	0.2333253679
431	0.2328381281
432	0.2324768136
433	0.2317808234
434	0.2313650826
435	0.2310737812
436	0.2307505686
437	0.2306774418
438	0.2299343922
439	0.2292117894
440	0.2286315376
441	0.2280922506
442	0.2276136171
443	0.2272332541
444	0.22684074
445	0.2262954621
446	0.2260470225
447	0.2259924879
448	0.2258249968
449	0.225320252
450	0.2249160241
451	0.2248476242
452	0.2247808543
453	0.2247156733
454	0.2243437073
455	0.224015763
456	0.2239523385
457	0.2233340256
458	0.222785506
459	0.2221504114
460	0.222077959
461	0.2214413502
462	0.2207843879
463	0.2207238057
464	0.2202107895
465	0.2197452724
466	0.2196761746
467	0.219100788
468	0.2185311427
469	0.2184849247
470	0.218014664
471	0.2175250199
472	0.2170723722
473	0.2170157328
474	0.2165888807
475	0.2161639531
476	0.2156166354
477	0.2150504594
478	0.2149948332
479	0.214940325
480	0.2145214899
481	0.2139923491
482	0.2133093347
483	0.2129385907
484	0.2124560095
485	0.2119894775
486	0.2119268596
487	0.2113634475
488	0.2109456841
489	0.2108933421
490	0.2108335068
491	0.2105548035
492	0.210097362
493	0.2100393602
494	0.2095199791
495	0.209267421
496	0.2088911198
497	0.2085199195
498	0.208070653
499	0.2078876389
500	0.2073392483
501	0.2068762825
502	0.2068293657
503	0.2061849471
504	0.2061391229
505	0.2060943709
506	0.2056138471
507	0.2051365904
508	0.2050926144
509	0.2049629363
510	0.2044139477
511	0.2043709302
512	0.2039856122
513	0.203468493
514	0.2031443278
515	0.2028413749
516	0.2027828888
517	0.2023317779
518	0.2019263535
519	0.2018857919
520	0.2016247908
521	0.2012482707
522	0.2007984744
523	0.2005219566
524	0.2004823064
525	0.1999794525
526	0.1995845216
527	0.1989742048
528	0.1984849004
529	0.1979802865
530	0.1976735636
531	0.1974272767
532	0.1968617191
533	0.1968230506
534	0.1963091355
535	0.1962717893
536	0.1962353249
537	0.19592522
538	0.1956788084
539	0.1955639213
540	0.1951999344
541	0.1947643382
542	0.194336575
543	0.1942068778
544	0.1939337618
545	0.1936251445
546	0.1934111558
547	0.1932307265
548	0.1931957746
549	0.1926883824
550	0.192334404
551	0.191854425
552	0.1916985331
553	0.1915272947
554	0.1911824304
555	0.1911465321
556	0.1906930307
557	0.1903105313
558	0.1902763719
559	0.1900003959
560	0.1896450295
561	0.1895118633
562	0.1893037472
563	0.1889665135
564	0.1884858926
565	0.1884526571
566	0.1880593431
567	0.1876445988
568	0.187105025
569	0.1870723144
570	0.1868156883
571	0.1867837791
572	0.1865214494
573	0.186203165
574	0.1861019125
575	0.1855750937
576	0.1855440797
577	0.1851225421
578	0.1847605233
579	0.1843807975
580	0.1839922239
581	0.183955242
582	0.1834943246
583	0.1833093408
584	0.1828346611
585	0.1826167758
586	0.1825867742
587	0.1825512498
588	0.1824053016
589	0.181964311
590	0.181838617
591	0.1815093864
592	0.1812602356
593	0.1812314784
594	0.180845284
595	0.180707544
596	0.1806794268
597	0.1803903924
598	0.1802691139
599	0.180082935
600	0.1799092866
601	0.1798068364
602	0.1795158816
603	0.1792990905
604	0.1790398634
605	0.1785446502
606	0.178366231
607	0.1781057538
608	0.1776760819
609	0.1776487285
610	0.1774544618
611	0.1772227327
612	0.1769363174
613	0.1764971302
614	0.176075212
615	0.1759053576
616	0.1756636304
617	0.1753885755
618	0.1753133788
619	0.1750805916
620	0.1750012114
621	0.1749116667
622	0.1745806282
623	0.1742791599
624	0.173888867
625	0.173636283
626	0.1736078446
627	0.1732718335
628	0.1729898358
629	0.1725865006
630	0.1721564897
631	0.1719837057
632	0.1718706891
633	0.171615123
634	0.1714432055
635	0.1711890958
636	0.1709879058
637	0.1707066099
638	0.1706256436
639	0.1705254287
640	0.170225641
641	0.1699975018
642	0.1699249127
643	0.1698939909
644	0.1698682929
645	0.169584047
646	0.1690299851
647	0.1688706956
648	0.1684788004
649	0.1683221281
650	0.16807188
651	0.1678307303
652	0.1675723498
653	0.1671014312
654	0.1668794699
655	0.1666936823
656	0.1664295181
657	0.1662242374
658	0.1661990725
659	0.1660224199
660	0.1656650206
661	0.1652956981
662	0.1652745586
663	0.1651676975
664	0.1651498877
665	0.1647982925
666	0.1647789903
667	0.164380059
668	0.1643564319
669	0.1641355048
670	0.1638899028
671	0.1637354116
672	0.1633826581
673	0.163172212
674	0.1627512547
675	0.1624349302
676	0.1622086904
677	0.1621863417
678	0.162033231
679	0.1616705339
680	0.1613448943
681	0.1611702161
682	0.1611482325
683	0.1607198225
684	0.1604366283
685	0.1604151202
686	0.1603939873
687	0.1600690734
688	0.1600483932
689	0.1600207025
690	0.1596275006
691	0.1593809541
692	0.1590092881
693	0.1587914918
694	0.1587718438
695	0.1586021602
696	0.1584609261
697	0.1580898669
698	0.1577458153
699	0.1575744381
700	0.1574817688
701	0.157318712
702	0.1570285503
703	0.156888872
704	0.1565565905
705	0.1563942039
706	0.1562568573
707	0.1560127961
708	0.1559954397
709	0.1558432981
710	0.1556109286
711	0.1554226235
712	0.1553806849
713	0.1550641238
714	0.1549339638
715	0.1548038123
716	0.1545713808
717	0.154290089
718	0.1540091092
719	0.15369102
720	0.1534453029
721	0.1532178649
722	0.1530635973
723	0.1528611865
724	0.1528432425
725	0.1524448402
726	0.1520973406
727	0.1520748721
728	0.1518283055
729	0.1517748444
730	0.1514809058
731	0.1512237679
732	0.1512019804
733	0.1509960822
734	0.1507811654
735	0.1504803597
736	0.1503934425
737	0.1502227007
738	0.149951315
739	0.1497750263
740	0.1495975685
741	0.1493975992
742	0.1492056351
743	0.1490647963
744	0.1488875126
745	0.1488482471
746	0.1486569149
747	0.1486401599
748	0.1483749051
749	0.1481849391
750	0.1479335534
751	0.1479171409
752	0.1479010995
753	0.1475792837
754	0.1474122676
755	0.1472420719
756	0.1472258505
757	0.1471081367
758	0.1470590196
759	0.146952775
760	0.1467383251
761	0.1466275138
762	0.1465009857
763	0.1464538331
764	0.1461169884
765	0.1459140433
766	0.145717562
767	0.145672417
768	0.1455333203
769	0.1452809189
770	0.1450157135
771	0.1449991503
772	0.1447684592
773	0.1445673875
774	0.1443702655
775	0.1443389197
776	0.1442037327
777	0.1440447241
778	0.1437964982
779	0.1436236584
780	0.1435626474
781	0.1433572652
782	0.1431644502
783	0.1431448394
784	0.1431303868
785	0.1430974399
786	0.1429471168
787	0.1427080925
788	0.1425574575
789	0.1423656143
790	0.1423335408
791	0.1423049509
792	0.14212682
793	0.1420854869
794	0.1419785739
795	0.1418455852
796	0.1416719096
797	0.1415281194
798	0.1415014826
799	0.1411235113
800	0.1409519873
801	0.1407558233
802	0.140633403
803	0.14046567
804	0.1402623303
805	0.140148249
806	0.1399995389
807	0.1396116017
808	0.1395462696
809	0.1395324251
810	0.1393041767
811	0.1391179096
812	0.1387924805
813	0.1387757646
814	0.1386168852
815	0.1385192997
816	0.1383356061
817	0.1381000936
818	0.1380877744
819	0.1378831236
820	0.1378128985
821	0.1376912149
822	0.1375180651
823	0.137383075
824	0.1371598243
825	0.1370491903
826	0.1368492117
827	0.1368340443
828	0.136696394
829	0.1366320594
830	0.1365176821
831	0.1364081269
832	0.1361874564
833	0.1360983644
834	0.1358818506
835	0.1356449075
836	0.135535894
837	0.1353843121
838	0.1350970468
839	0.1349473688
840	0.1348444382
841	0.1347421646
842	0.1346404196
843	0.1346259794
844	0.1345238237
845	0.134476554
846	0.1344249462
847	0.1342288076
848	0.134183821
849	0.1341255452
850	0.1340464796
851	0.1338764451
852	0.1336893968
853	0.1336008044
854	0.1335064245
855	0.1334096482
856	0.1333967324
857	0.1332430879
858	0.1331391045
859	0.132811971
860	0.1326508608
861	0.1325491974
862	0.1323946716
863	0.1323830993
864	0.1322223059
865	0.1322120543
866	0.1321996242
867	0.1321879729
868	0.1319593161
869	0.1318321885
870	0.1315977054
871	0.1315216888
872	0.131313894
873	0.1312443674
874	0.1310881176
875	0.1308300702
876	0.1306523346
877	0.1305158424
878	0.1304291538
879	0.1303661684
880	0.1301912492
881	0.1301378463
882	0.1300122746
883	0.1299064415
884	0.12971435
885	0.1294182533
886	0.1293961483
887	0.1292674095
888	0.129084273
889	0.1289279009
890	0.1287330371
891	0.1287119237
892	0.1284903868
893	0.1284407685
894	0.1282487469
895	0.1281591927
896	0.1279114528
897	0.1276493672
898	0.1275609064
899	0.1274816721
900	0.1273306396
901	0.1272008866
902	0.1269030976
903	0.1268939046
904	0.1268168413
905	0.12680573
906	0.1267473374
907	0.1266408484
908	0.1264366523
909	0.1262600844
910	0.12602203
911	0.1258916822
912	0.1258830023
913	0.1256054318
914	0.12545619
915	0.125401846
916	0.1252989117
917	0.1252859501
918	0.1250933531
919	0.1249529318
920	0.124943009
921	0.1249348533
922	0.1248054883
923	0.1245787052
924	0.1245446811
925	0.1245009641
926	0.1244574256
927	0.1243706287
928	0.1243607054
929	0.1242475488
930	0.12404201
931	0.1238959534
932	0.1237093832
933	0.1236078236
934	0.1234747483
935	0.1233856981
936	0.1232391751
937	0.123231566
938	0.1230346711
939	0.1227626275
940	0.1224906088
941	0.1223032174
942	0.1222609634
943	0.1220448212
944	0.1220135822
945	0.1220046796
946	0.121911614
947	0.1217293546
948	0.1215847184
949	0.1214895974
950	0.1212352915
951	0.1210252778
952	0.1208793186
953	0.1208594484
954	0.1206489768
955	0.1204929764
956	0.1203240645
957	0.120212399
958	0.1201503674
959	0.1199638499
960	0.119880926
961	0.119656621
962	0.1194785513
963	0.1194395398
964	0.1193246889
965	0.1190913421
966	0.1189869544
967	0.1188932101
968	0.1188766638
969	0.118869178
970	0.1187710923
971	0.1185877857
972	0.1184994481
973	0.1182812495
974	0.1182258057
975	0.1182068702
976	0.1181113699
977	0.1180152815
978	0.1179345752
979	0.1177019481
980	0.117531184
981	0.1173163816
982	0.1172064633
983	0.1171982851
984	0.1171692616
985	0.117141491
986	0.1170217839
987	0.1168511765
988	0.116703988
989	0.1165325674
990	0.1163817925
991	0.1161552554
992	0.1160163753
993	0.1158783487
994	0.115717788
995	0.1156110333
996	0.1154766848
997	0.1154615197
998	0.1153887536
999	0.1152504504
